sku;department_id;category_id;subcategories;name;presentation;slug;register;manufacturer;medication_label;description;therapeutic_class;active_ingredient;type;status;status_date;image;image_url_source;reference_medicines;terms;competitor_products;generic_url;manuf_departments;product_diseases;medical_specialties
7898248781057;9;39;222;Vitamina B12 20mg Com 30 Cápsulas;;vitamina-b12-20mg-com-30-capsulas;;DOCTOR BERGER;Venda Livre;Auxilia na prevenção da anemia, formação e longevidade das células, previne os danos aos nervos, permitindo o seu bom funcionamento e é essencial para o bom funcionamento celular, principalmente das gastrointestinais, medula óssea e tecido nervoso. Auxilia na manutenção da saúde do coração, melhora a capacidade de memorização, equilíbrio e concentração.;;Cianocobalamina;;ATIVO;07/07/2023;vitamina-b12-20mg-com-30-capsulas.png;;;Vitamina B12 20mg Com 30 Capsulas @@||@@||Vitaminas@@||Outros@@||Vitamina B12 200mg Com 30 Cápsulas;;;;;
